h_ct,h_lat,h_lon
48201510600,29.77401024,-95.41153826
48201510700,29.76584421,-95.40391799
48201510800,29.76721944,-95.43619059
48201510900,29.7841411,-95.43078582
48201511001,29.79905857,-95.44211278
48201511002,29.79509163,-95.42994417
48201511100,29.80841588,-95.42665054
48201511200,29.79981547,-95.41739403
48201511301,29.79726143,-95.40544949
48201511302,29.79739959,-95.39352379
48201511400,29.79578782,-95.38312416
48201511500,29.80854085,-95.39660882
48201511600,29.80301154,-95.37704191
48201520100,29.79209359,-95.46031786
48201520200,29.78926876,-95.47653509
48201520300,29.7987086,-95.4764718
48201520400,29.80837301,-95.47727253
48201520500,29.8225329,-95.48076179
48201520601,29.81679612,-95.49267636
48201520602,29.80688738,-95.49293323
48201520700,29.79932186,-95.49673628
48201521000,29.79426053,-95.51780991
48201521100,29.80176688,-95.51970065
48201521200,29.80691911,-95.51181586
48201521300,29.81596499,-95.51393935
48201521400,29.82633463,-95.50306218
48201521500,29.82705185,-95.5176328
48201521600,29.84247297,-95.53128672
48201521700,29.85438632,-95.52503909
48201521800,29.85023449,-95.55478577
48201521900,29.82238803,-95.55441572
48201522000,29.82731382,-95.53558951
48201522100,29.81651196,-95.5352108
48201522201,29.80588152,-95.53329568
48201522202,29.80045303,-95.53788923
48201522301,29.7902462,-95.52689807
48201522302,29.78927406,-95.53804979
48201522401,29.79840037,-95.54931376
48201522402,29.79852235,-95.55860182
48201522500,29.78980218,-95.50134514
48201530100,29.81231518,-95.45316897
48201530200,29.81580928,-95.42428165
48201530300,29.81752564,-95.38878528
48201530400,29.82612321,-95.38797741
48201530500,29.83726003,-95.39526849
48201530600,29.83131006,-95.40519765
48201530700,29.85566544,-95.40568774
48201530800,29.85344061,-95.42021485
48201530900,29.83596526,-95.42014723
48201531000,29.8251751,-95.41998859
48201531100,29.82487507,-95.43774398
48201531200,29.82685707,-95.45194905
48201531300,29.82307743,-95.46393678
48201531400,29.83020301,-95.47099519
48201531500,29.83690814,-95.47641407
48201531600,29.83779066,-95.45423986
48201531700,29.8357786,-95.43576138
48201531800,29.85346606,-95.43633918
48201531900,29.85313252,-95.45323211
48201532001,29.85641317,-95.47017622
48201532002,29.84546933,-95.46543695
48201532100,29.84515876,-95.4797127
48201532200,29.85663875,-95.48222524
48201532300,29.85667808,-95.50279539
48201532400,29.8714523,-95.50321919
48201532501,29.88729736,-95.51466275
48201532502,29.88602357,-95.50027415
48201532600,29.89185136,-95.48628721
48201532700,29.87639152,-95.4806835
48201532800,29.87275273,-95.47147047
48201532900,29.89259612,-95.4731808
48201533000,29.88932782,-95.46173494
48201533100,29.87619821,-95.45570448
48201533200,29.86687974,-95.44959279
48201533300,29.87545294,-95.42179117
48201533400,29.88718474,-95.44042669
48201533500,29.8927889,-95.41849379
48201533600,29.90854225,-95.42511159
48201533701,29.92859439,-95.4309348
48201533702,29.91874661,-95.43844175
48201533801,29.90897921,-95.45602208
48201533802,29.92790457,-95.46731923
48201533901,29.92666694,-95.48766926
48201533902,29.93034703,-95.50113186
48201534001,29.90685529,-95.48473253
48201534002,29.91465214,-95.50269583
48201534003,29.93021756,-95.51248271
48201534100,29.91504033,-95.52617761
48201534201,29.91161964,-95.54804008
48201534202,29.88935304,-95.53668105
48201534203,29.87259073,-95.53709473
48201540100,29.85653595,-95.58495235
48201540200,29.82228728,-95.56976597
48201540501,29.85132285,-95.64222535
48201540502,29.8460309,-95.63239375
48201540601,29.86087644,-95.63135183
48201540602,29.87272808,-95.63440805
48201540700,29.85689924,-95.6152919
48201540800,29.89166582,-95.60397211
48201540901,29.88971674,-95.62444379
48201540902,29.89406315,-95.63210566
48201541001,29.91617879,-95.63806625
48201541002,29.92566706,-95.65887667
48201541003,29.92508989,-95.67518715
48201541100,29.90100918,-95.65149496
48201541201,29.89309439,-95.67647882
48201541202,29.88832944,-95.66096175
48201541203,29.88885375,-95.64908134
48201541300,29.87253314,-95.66501595
48201541400,29.857906,-95.65662617
48201541500,29.85616507,-95.6779756
48201541601,29.83916476,-95.68801841
48201541602,29.84088892,-95.66146551
48201541700,29.80834779,-95.66586024
48201541800,29.79255945,-95.70357772
48201541900,29.81590066,-95.69524844
48201542000,29.8158275,-95.71187168
48201542101,29.85056725,-95.7047089
48201542102,29.87217517,-95.70303355
48201542200,29.85562293,-95.7439742
48201542301,29.82108753,-95.73224587
48201542302,29.81074445,-95.74160638
48201542400,29.79315324,-95.73573743
48201542500,29.7933996,-95.76394851
48201542600,29.79361657,-95.7888299
48201542700,29.79301172,-95.81451266
48201542800,29.81744792,-95.82211247
48201542900,29.84130737,-95.7995977
48201543001,29.93859402,-95.768292
48201543002,29.9348294,-95.70416636
48201543003,29.88731132,-95.70165673
48201543100,29.96398231,-95.85221636
48201543200,29.80848229,-95.6073571
48201550100,29.94492374,-95.4284325
48201550200,29.95839596,-95.42890053
48201550301,29.98312094,-95.42784571
48201550302,30.00288551,-95.44181995
48201550401,29.98721643,-95.46150258
48201550402,29.9699541,-95.44767867
48201550500,29.95251487,-95.44546506
48201550601,29.95726302,-95.45855204
48201550602,29.94412806,-95.45944055
48201550603,29.95766239,-95.47006855
48201550700,29.94242336,-95.49707535
48201550800,29.95059033,-95.47593939
48201550900,29.95719746,-95.48918664
48201551000,29.96973156,-95.49177094
48201551100,29.97922897,-95.48315193
48201551200,29.97436745,-95.50147299
48201551300,29.95179045,-95.50713363
48201551400,29.96269377,-95.52300995
48201551500,29.94260473,-95.54767173
48201551600,29.92968159,-95.56700531
48201551701,29.91050266,-95.5771136
48201551702,29.90152823,-95.5616135
48201551703,29.91602376,-95.56260234
48201551800,29.88711837,-95.56384244
48201551900,29.90086339,-95.58959379
48201552001,29.91654197,-95.59407078
48201552002,29.91323591,-95.60883934
48201552101,29.92289941,-95.61856595
48201552102,29.93792681,-95.61334905
48201552103,29.93824282,-95.62480076
48201552200,29.94600717,-95.6475837
48201552301,29.95615958,-95.61855579
48201552302,29.96148798,-95.59555303
48201552400,29.93942065,-95.59669511
48201552500,29.95021294,-95.57376886
48201552601,29.96279818,-95.56554833
48201552602,29.97524072,-95.57702295
48201552700,29.97658685,-95.55343885
48201552800,29.98197264,-95.53288226
48201552900,29.99366814,-95.51416561
48201553001,30.00161398,-95.49636517
48201553002,30.01138017,-95.47922344
48201553100,30.01930909,-95.46335163
48201553200,30.02734985,-95.44841423
48201553300,30.02647419,-95.43471063
48201553401,30.0411226,-95.4436436
48201553402,30.05105841,-95.45262024
48201553403,30.05769259,-95.46340327
48201553500,30.03645277,-95.47527631
48201553600,30.02698161,-95.49297896
48201553700,30.01755607,-95.51005989
48201553801,30.04192156,-95.50551354
48201553802,30.0354845,-95.52387223
48201553900,30.02833698,-95.54039979
48201554001,30.00998042,-95.52580939
48201554002,29.99972746,-95.54380555
48201554101,30.02268117,-95.54928619
48201554102,30.0159479,-95.55660505
48201554200,30.00276313,-95.57090214
48201554301,29.98901095,-95.59386456
48201554302,29.97513907,-95.61162739
48201554401,29.97051149,-95.65369836
48201554402,29.99184052,-95.6818976
48201554403,29.99907168,-95.71097402
48201554501,30.01161439,-95.66331188
48201554502,29.99098463,-95.63323343
48201554600,30.00229246,-95.61879602
48201554700,30.0033371,-95.59784376
48201554801,30.04227407,-95.59521261
48201554802,30.07068955,-95.57034714
48201554901,30.08449992,-95.54143789
48201554902,30.0977926,-95.52000874
48201554903,30.06100793,-95.51992092
48201555000,30.0646659,-95.47955699
48201555100,30.07711346,-95.46660504
48201555200,30.09567482,-95.47196679
48201555301,30.12139239,-95.51523581
48201555302,30.13992328,-95.53197551
48201555303,30.13407929,-95.57061418
48201555401,30.10644675,-95.60616715
48201555402,30.09408343,-95.62278806
48201555501,30.07819473,-95.66519249
48201555502,30.03365213,-95.64150153
48201555600,30.05878174,-95.73228741
48201555701,30.01075844,-95.74039955
48201555702,30.00893486,-95.76078223
48201556000,30.07381681,-95.85850116
48201980000,29.64615448,-95.2772597
48201980100,29.9890257,-95.34008684
48291700100,30.33459056,-95.1200836
48291700200,30.35834941,-95.06174334
48291700300,30.22628784,-95.06644355
48291700400,30.25176837,-94.92673301
48291700500,30.37479968,-94.89741107
48291700600,30.37089822,-94.7530636
48291700700,30.19138092,-94.77013436
48291700800,30.11876902,-94.88519407
48291700900,30.10062481,-94.983061
48291701000,29.97488091,-94.95607147
48291701100,29.96090961,-94.84399505
48291701200,30.00411424,-94.76970705
48291701300,30.1123718,-94.60610031
48291701400,29.97822122,-94.60936805
48321730100,29.06157477,-95.99743111
48321730201,29.0996791,-95.90527567
48321730202,29.00163806,-95.82020067
48321730301,28.97568521,-95.95362715
48321730302,28.95587445,-95.96128137
48321730303,28.93107485,-95.86330036
48321730400,28.92318548,-95.9872304
48321730501,28.74896486,-95.8677958
48321730600,28.66250709,-96.18542396
48321730700,28.91526152,-96.15187217
48339690100,30.12062311,-95.75765845
48339690201,30.1798079,-95.76336838
48339690202,30.14300623,-95.68805654
48339690300,30.21431557,-95.73022108
48339690401,30.24013346,-95.64382638
48339690402,30.18161887,-95.63394669
48339690500,30.24622722,-95.52210591
48339690601,30.21631417,-95.52109803
48339690602,30.17767194,-95.57053206
48339690700,30.20549927,-95.46769819
48339690800,30.19701855,-95.49255063
48339690900,30.19637758,-95.51609745
48339691000,30.18618342,-95.51334432
48339691100,30.17749433,-95.51525912
48339691200,30.16976197,-95.48893465
48339691301,30.1658243,-95.52102799
48339691302,30.15158749,-95.49642944
48339691400,30.12075752,-95.47239738
48339691500,30.14022502,-95.47387545
48339691601,30.14923287,-95.45938516
48339691602,30.13529931,-95.45447423
48339691700,30.16542792,-95.4643567
48339691800,30.15157973,-95.44157803
48339691900,30.12847349,-95.42413238
48339692001,30.14186142,-95.39411585
48339692002,30.08369374,-95.3310183
48339692100,30.20241427,-95.42552066
48339692200,30.2213153,-95.36076071
48339692300,30.10606732,-95.28849873
48339692400,30.07736082,-95.22795906
48339692500,30.12504673,-95.18993756
48339692601,30.20466361,-95.27861953
48339692602,30.15497759,-95.26927571
48339692700,30.21979562,-95.23577034
48339692801,30.21206066,-95.15155435
48339692802,30.16695244,-95.14871709
48339692900,30.28682795,-95.18593112
48339693000,30.29728832,-95.30712429
48339693101,30.30846068,-95.44157688
48339693102,30.29779237,-95.41690094
48339693200,30.26421194,-95.43273139
48339693300,30.28301557,-95.48243881
48339693400,30.29951693,-95.46082877
48339693500,30.32411672,-95.4651507
48339693600,30.31906682,-95.48666833
48339693700,30.35307486,-95.52053108
48339693800,30.3628614,-95.47289065
48339693900,30.3477284,-95.42913478
48339694000,30.36463221,-95.3153284
48339694101,30.45635227,-95.41397485
48339694102,30.41254667,-95.42853528
48339694201,30.46786816,-95.54078594
48339694202,30.40206923,-95.54110794
48339694301,30.40743089,-95.63376465
48339694302,30.37085411,-95.60239835
48339694400,30.34359356,-95.60752108
48339694500,30.29605484,-95.61847572
48339694600,30.33857353,-95.75464513
48339694700,30.50482561,-95.72106908
48471790101,30.90941794,-95.52238677
48471790102,30.81514207,-95.48440403
48471790103,30.776376,-95.41377298
48471790200,30.61985965,-95.42566302
48471790300,30.61383976,-95.63360566
48471790400,30.78236324,-95.72162935
48471790500,30.72925896,-95.5634457
48471790600,30.73001423,-95.53817686
48471790700,30.70093967,-95.53671769
48471790800,30.70762313,-95.55473747
48473680100,29.81272067,-95.87152292
48473680200,29.84518219,-95.98917939
48473680300,30.04742404,-95.97671769
48473680400,30.09476766,-95.98225522
48473680500,30.09343902,-96.07215861
48473680600,30.1757343,-95.87266929
48481740100,29.4719109,-96.18056742
48481740200,29.35655516,-96.09618488
48481740300,29.30190374,-96.15880811
48481740400,29.28780174,-96.08618022
48481740500,29.37054587,-96.01772664
48481740600,29.23542287,-95.98305332
48481740700,29.1760502,-96.14041132
48481740800,29.24760703,-96.22760934
48481740900,29.29735138,-96.30436346
48481741000,29.10125247,-96.22029743
48481741100,29.18032927,-96.42304555
