h_id,h_sector,h_lat,h_lon,h_Workers,Workers2016,Workers2015,Workers2014,Workers2013,Workers2012,Workers2011,Workers2010,Workers2009,Workers2008,Workers2007,Workers2006,Workers2005,Workers2004,Workers2003,Workers2002,d_id,d_sector,d_lat,d_lon
1,Sector 23,30.1293246,-94.7878595,314,241,280,505,697,736,634,251,217,224,199,231,178,177,142,180,1,Sector 1,29.1942643,-95.1667898
1,Sector 23,30.1293246,-94.7878595,116,113,121,168,197,186,207,164,138,178,132,80,127,83,114,93,2,Sector 2,29.1829815,-95.6401906
1,Sector 23,30.1293246,-94.7878595,450,485,515,653,957,859,842,447,385,388,309,225,200,218,225,232,3,Sector 3,29.4803873,-95.2866936
1,Sector 23,30.1293246,-94.7878595,470,572,551,620,575,594,609,377,362,378,329,158,195,173,164,184,4,Sector 4,29.5132495,-95.539945
1,Sector 23,30.1293246,-94.7878595,423,490,420,577,667,661,554,520,472,470,393,364,387,394,391,331,5,Sector 5,29.6374507,-95.3108203
1,Sector 23,30.1293246,-94.7878595,480,477,456,576,554,503,456,407,432,374,336,283,234,245,264,293,6,Sector 6,29.6516129,-95.4641014
1,Sector 23,30.1293246,-94.7878595,202,206,126,168,157,138,113,119,107,82,84,60,96,83,77,70,7,Sector 7,29.6242447,-95.8964391
1,Sector 23,30.1293246,-94.7878595,1119,1063,1171,1139,1227,1278,1198,1052,1023,864,707,568,581,471,597,618,8,Sector 8,29.6987915,-95.2098515
1,Sector 23,30.1293246,-94.7878595,1061,1042,1085,1256,1237,1202,1089,902,889,894,693,507,471,397,442,418,9,Sector 9,29.6987447,-95.6599566
1,Sector 23,30.1293246,-94.7878595,1165,1154,1204,1376,1479,1410,1322,1113,1148,1079,1028,840,803,818,809,799,10,Sector 10,29.7392491,-95.5184975
1,Sector 23,30.1293246,-94.7878595,3493,3438,3345,3704,4145,3895,4072,3755,3404,3012,2716,2398,2493,2468,2566,2861,11,Sector 11,29.7452418,-95.3666589
1,Sector 23,30.1293246,-94.7878595,4241,4247,3965,4372,4418,4544,4290,3403,3180,2986,3058,2658,2556,2361,2394,2363,12,Sector 12,29.6681125,-95.0502741
1,Sector 23,30.1293246,-94.7878595,625,649,642,695,790,740,666,615,653,577,524,381,359,316,321,456,13,Sector 13,29.8194315,-95.5180585
1,Sector 23,30.1293246,-94.7878595,1172,1107,1459,1779,2028,2064,1614,1166,1014,965,841,830,760,737,610,629,14,Sector 14,29.5852766,-94.7047493
1,Sector 23,30.1293246,-94.7878595,752,725,716,827,854,853,766,684,724,669,643,482,392,389,418,478,15,Sector 15,29.8781997,-95.4654402
1,Sector 23,30.1293246,-94.7878595,686,726,710,714,795,716,787,694,671,636,600,573,512,476,490,643,16,Sector 16,29.8814437,-95.3618019
1,Sector 23,30.1293246,-94.7878595,492,532,541,617,655,684,546,500,505,449,509,439,361,402,348,382,17,Sector 17,29.8502378,-95.2479191
1,Sector 23,30.1293246,-94.7878595,770,804,728,816,854,826,756,605,534,509,474,321,281,299,215,245,18,Sector 18,29.8675793,-95.6774241
1,Sector 23,30.1293246,-94.7878595,1353,1338,1333,1507,1444,1377,1349,1074,983,813,1096,748,703,721,663,709,19,Sector 19,29.9992377,-95.5717887
1,Sector 23,30.1293246,-94.7878595,86,91,79,94,71,83,95,66,62,70,74,69,43,40,55,51,20,Sector 20,29.9302685,-95.9538541
1,Sector 23,30.1293246,-94.7878595,1591,1489,1442,1629,1694,1632,1642,1433,1550,1414,1472,1302,1351,1209,1333,1339,21,Sector 21,30.0391699,-95.3377273
1,Sector 23,30.1293246,-94.7878595,2737,2569,2678,2668,2924,2743,2758,2342,2180,2065,2065,1895,1812,1681,1867,2038,22,Sector 22,29.9578635,-95.085083
1,Sector 23,30.1293246,-94.7878595,1780,1666,1735,1776,1782,1731,1356,1128,1142,970,1095,1068,1016,1073,1065,1083,24,Sector 24,30.3016492,-95.3328725
1,Sector 23,30.1293246,-94.7878595,1509,1456,1264,1511,1604,1429,1374,1007,933,672,830,603,514,457,506,489,25,Sector 25,30.2596836,-95.7269317
