d_id,d_sector,d_lat,d_lon,h_Workers,Workers2016,Workers2015,Workers2014,Workers2013,Workers2012,Workers2011,Workers2010,Workers2009,Workers2008,Workers2007,Workers2006,Workers2005,Workers2004,Workers2003,Workers2002,h_id,h_sector,h_lat,h_lon
1,Sector 6,29.6516129,-95.4641014,915,853,848,791,764,758,758,820,1046,1107,1108,1334,1265,1268,1352,1280,1,Sector 1,29.1942643,-95.1667898
1,Sector 6,29.6516129,-95.4641014,789,758,796,799,754,703,697,695,901,837,864,893,943,905,881,991,2,Sector 2,29.1829815,-95.6401906
1,Sector 6,29.6516129,-95.4641014,2719,2775,2927,2822,2516,2598,2434,2754,2810,2815,2782,3366,3149,3019,2894,2826,3,Sector 3,29.4803873,-95.2866936
1,Sector 6,29.6516129,-95.4641014,5428,5701,5867,5662,5446,5348,4774,4749,5641,5240,5135,5387,5796,6070,5971,5957,4,Sector 4,29.5132495,-95.539945
1,Sector 6,29.6516129,-95.4641014,2716,2753,2698,2571,2590,2463,2267,2243,2342,2495,2517,2543,2740,2856,2731,2833,5,Sector 5,29.6374507,-95.3108203
1,Sector 6,29.6516129,-95.4641014,1744,1699,1935,1928,1666,1637,1455,1655,1043,1526,1717,1247,1379,1414,1276,1433,7,Sector 7,29.6242447,-95.8964391
1,Sector 6,29.6516129,-95.4641014,1957,1979,2007,1974,1784,1758,1716,1877,1936,1966,1968,2158,2085,2216,2325,2238,8,Sector 8,29.6987915,-95.2098515
1,Sector 6,29.6516129,-95.4641014,8976,9199,9512,9281,8884,9031,8658,8836,8834,9658,9597,10927,10758,10812,10727,10787,9,Sector 9,29.6987447,-95.6599566
1,Sector 6,29.6516129,-95.4641014,3517,3635,3709,3466,3281,3416,3146,3213,3591,3507,3677,4352,4189,4280,4449,4346,10,Sector 10,29.7392491,-95.5184975
1,Sector 6,29.6516129,-95.4641014,6447,6541,6710,6053,5988,6122,5384,5751,6192,5993,5965,6588,6353,6299,6385,6166,11,Sector 11,29.7452418,-95.3666589
1,Sector 6,29.6516129,-95.4641014,1670,1615,1819,1742,1646,1626,1506,1581,1654,1905,1864,2231,2118,2084,2012,2070,12,Sector 12,29.6681125,-95.0502741
1,Sector 6,29.6516129,-95.4641014,1209,1215,1296,1250,1178,1214,1088,1065,1209,1203,1237,1388,1333,1366,1457,1419,13,Sector 13,29.8194315,-95.5180585
1,Sector 6,29.6516129,-95.4641014,635,650,613,648,579,548,526,561,590,648,590,653,658,647,627,597,14,Sector 14,29.5852766,-94.7047493
1,Sector 6,29.6516129,-95.4641014,2116,2201,2290,2185,2055,2108,1931,1988,2082,2159,2185,2524,2478,2534,2605,2494,15,Sector 15,29.8781997,-95.4654402
1,Sector 6,29.6516129,-95.4641014,1235,1290,1201,1191,1154,1137,1093,1152,1286,1358,1374,1552,1347,1501,1420,1379,16,Sector 16,29.8814437,-95.3618019
1,Sector 6,29.6516129,-95.4641014,1771,1674,1752,1544,1545,1568,1490,1440,1615,1581,1699,1747,1631,1835,1710,1598,17,Sector 17,29.8502378,-95.2479191
1,Sector 6,29.6516129,-95.4641014,3032,3034,3203,3184,3043,3053,2916,2803,2179,2785,2733,2892,2826,2754,2546,2530,18,Sector 18,29.8675793,-95.6774241
1,Sector 6,29.6516129,-95.4641014,3229,3313,3322,3325,3270,3233,3189,3250,2816,3176,2973,3612,3280,3121,3098,3030,19,Sector 19,29.9992377,-95.5717887
1,Sector 6,29.6516129,-95.4641014,350,334,346,328,311,325,328,351,259,285,313,360,342,386,361,331,20,Sector 20,29.9302685,-95.9538541
1,Sector 6,29.6516129,-95.4641014,1155,1164,1165,1173,1098,1112,1090,978,708,893,847,833,794,811,670,650,21,Sector 21,30.0391699,-95.3377273
1,Sector 6,29.6516129,-95.4641014,1952,1945,1948,1955,1872,1724,1699,1672,1342,1632,1578,1576,1510,1512,1440,1390,22,Sector 22,29.9578635,-95.085083
1,Sector 6,29.6516129,-95.4641014,480,477,456,576,554,503,456,407,432,374,336,283,234,245,264,293,23,Sector 23,30.1293246,-94.7878595
1,Sector 6,29.6516129,-95.4641014,924,931,893,834,839,789,820,867,727,640,663,676,651,681,648,580,24,Sector 24,30.3016492,-95.3328725
1,Sector 6,29.6516129,-95.4641014,1493,1440,1589,1597,1588,1468,1447,1484,1197,1212,1256,1348,1317,1331,1189,1103,25,Sector 25,30.2596836,-95.7269317
