d_id,d_sector,d_lat,d_lon,h_Workers,Workers2016,Workers2015,Workers2014,Workers2013,Workers2012,Workers2011,Workers2010,Workers2009,Workers2008,Workers2007,Workers2006,Workers2005,Workers2004,Workers2003,Workers2002,h_id,h_sector,h_lat,h_lon
1,Sector 25,30.2596836,-95.7269317,781,746,677,699,643,612,586,654,567,583,478,419,368,357,340,307,1,Sector 1,29.1942643,-95.1667898
1,Sector 25,30.2596836,-95.7269317,521,418,425,399,393,389,393,337,274,315,241,184,196,176,186,162,2,Sector 2,29.1829815,-95.6401906
1,Sector 25,30.2596836,-95.7269317,1501,1480,1212,1171,1171,1008,1006,1022,949,960,864,683,583,521,501,470,3,Sector 3,29.4803873,-95.2866936
1,Sector 25,30.2596836,-95.7269317,1533,1537,1406,1374,1176,1155,952,796,925,938,803,576,634,610,604,485,4,Sector 4,29.5132495,-95.539945
1,Sector 25,30.2596836,-95.7269317,771,794,652,696,560,512,479,491,497,569,477,425,374,375,385,370,5,Sector 5,29.6374507,-95.3108203
1,Sector 25,30.2596836,-95.7269317,1377,1212,1188,1106,1084,951,791,849,931,939,832,819,723,641,647,609,6,Sector 6,29.6516129,-95.4641014
1,Sector 25,30.2596836,-95.7269317,1125,1072,964,892,795,754,610,542,433,637,457,324,352,303,328,288,7,Sector 7,29.6242447,-95.8964391
1,Sector 25,30.2596836,-95.7269317,1070,1016,952,887,750,712,688,701,799,769,727,736,686,616,594,596,8,Sector 8,29.6987915,-95.2098515
1,Sector 25,30.2596836,-95.7269317,3561,3412,2994,2848,2598,2526,2223,2108,2283,2238,2091,1853,1665,1543,1469,1237,9,Sector 9,29.6987447,-95.6599566
1,Sector 25,30.2596836,-95.7269317,1169,1162,979,987,873,833,743,749,814,787,700,790,681,598,607,528,10,Sector 10,29.7392491,-95.5184975
1,Sector 25,30.2596836,-95.7269317,3709,3558,2448,2620,2289,1976,1761,1669,2059,1806,1649,1635,1434,1363,1223,1100,11,Sector 11,29.7452418,-95.3666589
1,Sector 25,30.2596836,-95.7269317,1800,1805,1479,1437,1346,1204,1156,1084,1132,1110,865,830,880,777,756,694,12,Sector 12,29.6681125,-95.0502741
1,Sector 25,30.2596836,-95.7269317,795,866,667,659,607,581,539,565,650,624,555,535,487,461,473,395,13,Sector 13,29.8194315,-95.5180585
1,Sector 25,30.2596836,-95.7269317,894,820,626,706,569,593,544,493,499,486,420,389,320,316,318,235,14,Sector 14,29.5852766,-94.7047493
1,Sector 25,30.2596836,-95.7269317,2797,2787,2268,2105,2016,1853,1713,1594,1887,1832,1706,1670,1472,1451,1411,1076,15,Sector 15,29.8781997,-95.4654402
1,Sector 25,30.2596836,-95.7269317,1635,1533,1467,1350,1264,1136,1008,1017,1209,1142,1112,1076,967,894,893,740,16,Sector 16,29.8814437,-95.3618019
1,Sector 25,30.2596836,-95.7269317,1414,1365,1090,1051,923,901,781,701,780,833,804,734,638,556,521,542,17,Sector 17,29.8502378,-95.2479191
1,Sector 25,30.2596836,-95.7269317,4956,4941,4464,4093,3861,3664,3030,2548,2045,2594,2395,1811,1529,1502,1198,1002,18,Sector 18,29.8675793,-95.6774241
1,Sector 25,30.2596836,-95.7269317,19110,19056,17693,16214,14857,14277,13279,11399,11170,11506,10504,9482,8293,7845,7670,6362,19,Sector 19,29.9992377,-95.5717887
1,Sector 25,30.2596836,-95.7269317,1520,1358,1342,1074,1069,1092,676,751,806,637,601,679,554,473,592,528,20,Sector 20,29.9302685,-95.9538541
1,Sector 25,30.2596836,-95.7269317,6137,6241,5698,5343,4679,4423,4150,3213,2753,3250,3060,2533,2226,2096,2067,1635,21,Sector 21,30.0391699,-95.3377273
1,Sector 25,30.2596836,-95.7269317,4988,5228,4225,4103,3683,3560,3294,2824,2688,2772,2544,2141,1881,1883,1779,1220,22,Sector 22,29.9578635,-95.085083
1,Sector 25,30.2596836,-95.7269317,1509,1456,1264,1511,1604,1429,1374,1007,933,672,830,603,514,457,506,489,23,Sector 23,30.1293246,-94.7878595
1,Sector 25,30.2596836,-95.7269317,16021,16073,15313,14288,11015,10702,12212,12134,11036,10701,10736,11236,10271,10023,9615,8861,24,Sector 24,30.3016492,-95.3328725
