d_id,d_sector,d_lat,d_lon,h_Workers,Workers2016,Workers2015,Workers2014,Workers2013,Workers2012,Workers2011,Workers2010,Workers2009,Workers2008,Workers2007,Workers2006,Workers2005,Workers2004,Workers2003,Workers2002,h_id,h_sector,h_lat,h_lon
1,Sector 1,29.1942643,-95.1667898,5756,5870,6008,5914,6056,6068,5564,5607,5617,6106,6218,6455,6021,5736,6047,6011,2,Sector 2,29.1829815,-95.6401906
1,Sector 1,29.1942643,-95.1667898,3696,3718,3585,3563,3515,3304,3069,2815,2729,2970,2952,2540,2407,2146,2053,2192,3,Sector 3,29.4803873,-95.2866936
1,Sector 1,29.1942643,-95.1667898,991,972,947,863,768,824,769,579,511,483,504,366,368,373,342,377,4,Sector 4,29.5132495,-95.539945
1,Sector 1,29.1942643,-95.1667898,524,531,463,541,503,444,514,409,371,409,470,392,346,344,305,365,5,Sector 5,29.6374507,-95.3108203
1,Sector 1,29.1942643,-95.1667898,488,493,411,435,381,384,423,361,391,413,379,336,296,299,261,351,6,Sector 6,29.6516129,-95.4641014
1,Sector 1,29.1942643,-95.1667898,450,383,408,419,393,400,398,327,293,329,279,131,168,219,165,200,7,Sector 7,29.6242447,-95.8964391
1,Sector 1,29.1942643,-95.1667898,907,774,782,849,753,814,868,801,777,926,924,874,762,744,674,834,8,Sector 8,29.6987915,-95.2098515
1,Sector 1,29.1942643,-95.1667898,989,924,913,851,735,711,752,679,672,823,700,615,599,544,540,634,9,Sector 9,29.6987447,-95.6599566
1,Sector 1,29.1942643,-95.1667898,280,277,236,221,197,160,178,219,197,241,227,206,187,198,198,210,10,Sector 10,29.7392491,-95.5184975
1,Sector 1,29.1942643,-95.1667898,814,776,721,700,670,735,776,604,622,668,719,628,507,543,536,603,11,Sector 11,29.7452418,-95.3666589
1,Sector 1,29.1942643,-95.1667898,2504,2311,2264,2273,2246,2141,2198,1799,1757,2085,2373,2181,1889,1960,1639,1852,12,Sector 12,29.6681125,-95.0502741
1,Sector 1,29.1942643,-95.1667898,179,170,126,116,137,127,133,157,166,169,174,149,137,109,114,131,13,Sector 13,29.8194315,-95.5180585
1,Sector 1,29.1942643,-95.1667898,4650,4481,4553,4405,4301,4223,4021,3952,3842,4313,4391,4231,3943,3976,4190,4524,14,Sector 14,29.5852766,-94.7047493
1,Sector 1,29.1942643,-95.1667898,305,290,257,284,198,209,220,264,266,293,270,231,240,214,209,242,15,Sector 15,29.8781997,-95.4654402
1,Sector 1,29.1942643,-95.1667898,238,200,183,216,153,154,163,191,202,248,261,188,159,153,141,174,16,Sector 16,29.8814437,-95.3618019
1,Sector 1,29.1942643,-95.1667898,430,350,411,376,351,322,371,333,311,385,440,358,313,265,260,343,17,Sector 17,29.8502378,-95.2479191
1,Sector 1,29.1942643,-95.1667898,433,477,442,383,513,494,543,313,304,318,286,251,239,247,234,239,18,Sector 18,29.8675793,-95.6774241
1,Sector 1,29.1942643,-95.1667898,767,689,646,573,653,664,800,623,475,532,527,422,384,401,376,450,19,Sector 19,29.9992377,-95.5717887
1,Sector 1,29.1942643,-95.1667898,71,67,79,57,79,89,80,59,65,65,65,50,46,43,45,56,20,Sector 20,29.9302685,-95.9538541
1,Sector 1,29.1942643,-95.1667898,300,245,256,277,272,246,254,171,135,183,163,128,109,116,104,117,21,Sector 21,30.0391699,-95.3377273
1,Sector 1,29.1942643,-95.1667898,639,568,584,615,548,519,549,438,385,430,454,422,312,354,337,349,22,Sector 22,29.9578635,-95.085083
1,Sector 1,29.1942643,-95.1667898,314,241,280,505,697,736,634,251,217,224,199,231,178,177,142,180,23,Sector 23,30.1293246,-94.7878595
1,Sector 1,29.1942643,-95.1667898,361,343,337,413,530,491,490,257,251,210,239,205,168,218,170,225,24,Sector 24,30.3016492,-95.3328725
1,Sector 1,29.1942643,-95.1667898,481,445,460,435,444,434,432,361,319,311,322,288,251,289,210,247,25,Sector 25,30.2596836,-95.7269317
