d_id,d_sector,d_lat,d_lon,h_Workers,Workers2016,Workers2015,Workers2014,Workers2013,Workers2012,Workers2011,Workers2010,Workers2009,Workers2008,Workers2007,Workers2006,Workers2005,Workers2004,Workers2003,Workers2002,h_id,h_sector,h_lat,h_lon
1,Sector 4,29.5132495,-95.539945,1301,1313,1361,1148,1067,992,1023,925,1029,990,895,806,780,752,664,632,1,Sector 1,29.1942643,-95.1667898
1,Sector 4,29.5132495,-95.539945,2368,2344,2278,2068,1951,1845,1770,1468,1455,1339,1145,968,1091,943,936,942,2,Sector 2,29.1829815,-95.6401906
1,Sector 4,29.5132495,-95.539945,3840,3671,3774,3493,3291,3048,2871,3174,2837,2699,2444,2409,2106,1881,1728,1485,3,Sector 3,29.4803873,-95.2866936
1,Sector 4,29.5132495,-95.539945,2020,1999,1971,1720,1551,1478,1420,1296,1329,1357,1152,1169,993,1041,997,900,5,Sector 5,29.6374507,-95.3108203
1,Sector 4,29.5132495,-95.539945,4993,5088,5056,4667,4296,4124,3909,3538,3784,4029,3476,3664,3203,3145,3172,3151,6,Sector 6,29.6516129,-95.4641014
1,Sector 4,29.5132495,-95.539945,4650,4970,4859,4783,4607,4446,4214,4009,2862,4097,2809,3046,3222,3169,2951,2958,7,Sector 7,29.6242447,-95.8964391
1,Sector 4,29.5132495,-95.539945,1421,1398,1458,1245,1069,1046,1028,1038,1045,1061,1056,1147,1005,960,929,878,8,Sector 8,29.6987915,-95.2098515
1,Sector 4,29.5132495,-95.539945,13872,14403,14453,13724,13164,12932,12200,11566,10072,12037,8771,11177,10650,10562,9998,9523,9,Sector 9,29.6987447,-95.6599566
1,Sector 4,29.5132495,-95.539945,2666,2718,2833,2469,2356,2318,2143,1909,2142,2073,1946,2006,1849,1898,1875,1835,10,Sector 10,29.7392491,-95.5184975
1,Sector 4,29.5132495,-95.539945,3404,3263,3454,3011,2926,2939,2745,2537,2725,2344,2336,2177,2039,2088,1973,1787,11,Sector 11,29.7452418,-95.3666589
1,Sector 4,29.5132495,-95.539945,1829,1883,1827,1561,1533,1461,1441,1312,1616,1658,1540,1243,1154,1185,1061,1025,12,Sector 12,29.6681125,-95.0502741
1,Sector 4,29.5132495,-95.539945,793,794,788,768,705,626,646,623,695,608,676,675,643,652,617,592,13,Sector 13,29.8194315,-95.5180585
1,Sector 4,29.5132495,-95.539945,655,747,680,637,642,529,550,486,540,545,483,419,393,385,357,354,14,Sector 14,29.5852766,-94.7047493
1,Sector 4,29.5132495,-95.539945,1300,1280,1282,1210,1044,1146,1028,1075,1020,1019,1066,1041,917,870,950,834,15,Sector 15,29.8781997,-95.4654402
1,Sector 4,29.5132495,-95.539945,665,630,644,613,547,521,525,591,569,660,615,624,585,609,542,513,16,Sector 16,29.8814437,-95.3618019
1,Sector 4,29.5132495,-95.539945,983,924,899,864,786,753,678,717,710,705,698,703,585,614,547,553,17,Sector 17,29.8502378,-95.2479191
1,Sector 4,29.5132495,-95.539945,2764,2852,2616,2566,2496,2492,2220,1937,1631,1972,1684,1551,1397,1447,1405,1241,18,Sector 18,29.8675793,-95.6774241
1,Sector 4,29.5132495,-95.539945,2879,2847,2714,2769,2747,2493,2424,2251,1946,2123,2031,1937,1733,1733,1591,1403,19,Sector 19,29.9992377,-95.5717887
1,Sector 4,29.5132495,-95.539945,450,510,452,436,461,413,397,385,305,289,262,252,239,237,218,224,20,Sector 20,29.9302685,-95.9538541
1,Sector 4,29.5132495,-95.539945,967,926,914,797,741,723,744,548,458,556,500,423,374,385,323,320,21,Sector 21,30.0391699,-95.3377273
1,Sector 4,29.5132495,-95.539945,1475,1550,1488,1433,1283,1202,1168,1006,847,980,935,796,793,716,692,614,22,Sector 22,29.9578635,-95.085083
1,Sector 4,29.5132495,-95.539945,470,572,551,620,575,594,609,377,362,378,329,158,195,173,164,184,23,Sector 23,30.1293246,-94.7878595
1,Sector 4,29.5132495,-95.539945,903,930,900,789,730,694,702,697,609,539,507,447,386,387,348,325,24,Sector 24,30.3016492,-95.3328725
1,Sector 4,29.5132495,-95.539945,1665,1637,1567,1532,1454,1385,1333,1178,1049,1088,988,876,700,769,683,635,25,Sector 25,30.2596836,-95.7269317
