h_id,h_sector,h_lat,h_lon,h_Workers,Workers2016,Workers2015,Workers2014,Workers2013,Workers2012,Workers2011,Workers2010,Workers2009,Workers2008,Workers2007,Workers2006,Workers2005,Workers2004,Workers2003,Workers2002,d_id,d_sector,d_lat,d_lon
1,Sector 24,30.3016492,-95.3328725,361,343,337,413,530,491,490,257,251,210,239,205,168,218,170,225,1,Sector 1,29.1942643,-95.1667898
1,Sector 24,30.3016492,-95.3328725,154,181,191,169,244,204,179,123,120,130,115,81,91,98,91,80,2,Sector 2,29.1829815,-95.6401906
1,Sector 24,30.3016492,-95.3328725,656,558,628,621,652,547,543,563,515,426,411,332,308,325,285,293,3,Sector 3,29.4803873,-95.2866936
1,Sector 24,30.3016492,-95.3328725,903,930,900,789,730,694,702,697,609,539,507,447,386,387,348,325,4,Sector 4,29.5132495,-95.539945
1,Sector 24,30.3016492,-95.3328725,601,583,624,619,575,530,493,565,517,520,528,439,468,405,327,422,5,Sector 5,29.6374507,-95.3108203
1,Sector 24,30.3016492,-95.3328725,924,931,893,834,839,789,820,867,727,640,663,676,651,681,648,580,6,Sector 6,29.6516129,-95.4641014
1,Sector 24,30.3016492,-95.3328725,410,401,349,321,324,244,237,236,182,154,146,116,109,89,104,107,7,Sector 7,29.6242447,-95.8964391
1,Sector 24,30.3016492,-95.3328725,979,899,926,864,842,824,817,805,772,801,632,483,488,488,497,466,8,Sector 8,29.6987915,-95.2098515
1,Sector 24,30.3016492,-95.3328725,2152,2074,2136,2170,2029,1880,1868,1912,1690,1533,1519,1316,1197,1146,1026,1010,9,Sector 9,29.6987447,-95.6599566
1,Sector 24,30.3016492,-95.3328725,2958,2877,3070,2944,2747,2760,2625,2789,2550,2389,2409,2244,2135,2001,1992,1967,10,Sector 10,29.7392491,-95.5184975
1,Sector 24,30.3016492,-95.3328725,7694,7506,7783,7781,7413,7220,7562,8746,7448,6602,6135,6251,6133,5783,5360,5273,11,Sector 11,29.7452418,-95.3666589
1,Sector 24,30.3016492,-95.3328725,1909,1727,1737,1661,1593,1507,1475,1484,1428,1361,1274,1159,948,1020,884,850,12,Sector 12,29.6681125,-95.0502741
1,Sector 24,30.3016492,-95.3328725,1469,1486,1494,1507,1530,1430,1337,1509,1469,1345,1342,1287,1246,1200,1073,1072,13,Sector 13,29.8194315,-95.5180585
1,Sector 24,30.3016492,-95.3328725,458,418,422,403,443,474,428,420,428,378,342,325,268,281,248,237,14,Sector 14,29.5852766,-94.7047493
1,Sector 24,30.3016492,-95.3328725,1792,1714,1792,1841,1698,1675,1554,1624,1396,1377,1360,1362,1276,1228,1294,1215,15,Sector 15,29.8781997,-95.4654402
1,Sector 24,30.3016492,-95.3328725,2049,2138,2196,2188,2178,2099,2023,2150,1921,1694,1716,1725,1636,1679,1581,1665,16,Sector 16,29.8814437,-95.3618019
1,Sector 24,30.3016492,-95.3328725,637,670,571,616,620,603,514,560,536,573,589,497,442,456,413,346,17,Sector 17,29.8502378,-95.2479191
1,Sector 24,30.3016492,-95.3328725,1847,1896,1874,1831,1665,1551,1293,1342,1247,1218,1117,1047,994,853,741,733,18,Sector 18,29.8675793,-95.6774241
1,Sector 24,30.3016492,-95.3328725,6036,6152,5936,5840,5630,5381,4862,5003,4445,4067,4169,3980,3852,3888,3501,3258,19,Sector 19,29.9992377,-95.5717887
1,Sector 24,30.3016492,-95.3328725,171,134,157,149,114,134,109,95,99,96,98,93,72,93,86,70,20,Sector 20,29.9302685,-95.9538541
1,Sector 24,30.3016492,-95.3328725,4780,4782,4792,4812,4735,4607,4837,4846,4629,4097,3996,3822,3799,3674,3463,3107,21,Sector 21,30.0391699,-95.3377273
1,Sector 24,30.3016492,-95.3328725,2523,2431,2415,2348,2190,2125,1906,2058,2101,1850,1982,1819,1716,1693,1458,1493,22,Sector 22,29.9578635,-95.085083
1,Sector 24,30.3016492,-95.3328725,1121,1052,980,975,952,956,804,906,1088,823,800,785,715,691,733,573,23,Sector 23,30.1293246,-94.7878595
1,Sector 24,30.3016492,-95.3328725,16021,16073,15313,14288,11015,10702,12212,12134,11036,10701,10736,11236,10271,10023,9615,8861,25,Sector 25,30.2596836,-95.7269317
