h_id,h_sector,h_lat,h_lon,h_Workers,Workers2016,Workers2015,Workers2014,Workers2013,Workers2012,Workers2011,Workers2010,Workers2009,Workers2008,Workers2007,Workers2006,Workers2005,Workers2004,Workers2003,Workers2002,d_id,d_sector,d_lat,d_lon
1,Sector 14,29.5852766,-94.7047493,4650,4481,4553,4405,4301,4223,4021,3952,3842,4313,4391,4231,3943,3976,4190,4524,1,Sector 1,29.1942643,-95.1667898
1,Sector 14,29.5852766,-94.7047493,307,268,330,260,284,274,250,237,241,324,359,230,242,224,258,202,2,Sector 2,29.1829815,-95.6401906
1,Sector 14,29.5852766,-94.7047493,2452,2441,2354,2303,2380,2332,2105,1849,1965,2040,2005,1751,1706,1708,1590,1514,3,Sector 3,29.4803873,-95.2866936
1,Sector 14,29.5852766,-94.7047493,655,747,680,637,642,529,550,486,540,545,483,419,393,385,357,354,4,Sector 4,29.5132495,-95.539945
1,Sector 14,29.5852766,-94.7047493,958,1126,1009,1109,1063,1090,1016,916,1028,1046,1026,1019,1011,993,1072,1019,5,Sector 5,29.6374507,-95.3108203
1,Sector 14,29.5852766,-94.7047493,635,650,613,648,579,548,526,561,590,648,590,653,658,647,627,597,6,Sector 6,29.6516129,-95.4641014
1,Sector 14,29.5852766,-94.7047493,257,278,236,255,259,238,152,164,140,147,178,173,139,130,124,100,7,Sector 7,29.6242447,-95.8964391
1,Sector 14,29.5852766,-94.7047493,2404,2313,2448,2374,2342,2305,2320,1941,2004,2068,2085,1693,1544,1633,1774,1618,8,Sector 8,29.6987915,-95.2098515
1,Sector 14,29.5852766,-94.7047493,1360,1363,1433,1509,1487,1312,1317,1285,1199,1190,1127,1220,1016,1005,969,894,9,Sector 9,29.6987447,-95.6599566
1,Sector 14,29.5852766,-94.7047493,1647,1662,1673,1588,1701,1606,1584,1501,1613,1653,1677,1859,1909,1992,1847,1823,10,Sector 10,29.7392491,-95.5184975
1,Sector 14,29.5852766,-94.7047493,4969,4885,5160,5145,5165,4936,5202,5106,5444,4968,4674,4577,4696,4834,4954,4909,11,Sector 11,29.7452418,-95.3666589
1,Sector 14,29.5852766,-94.7047493,12737,12841,12708,11892,11445,10951,10938,9879,10083,10260,9949,9770,9231,8790,8865,8366,12,Sector 12,29.6681125,-95.0502741
1,Sector 14,29.5852766,-94.7047493,619,563,523,555,579,585,574,573,606,595,588,581,610,582,544,520,13,Sector 13,29.8194315,-95.5180585
1,Sector 14,29.5852766,-94.7047493,592,573,575,601,597,617,635,548,625,652,549,568,561,496,507,532,15,Sector 15,29.8781997,-95.4654402
1,Sector 14,29.5852766,-94.7047493,411,460,521,424,415,426,428,433,393,419,422,333,361,369,376,411,16,Sector 16,29.8814437,-95.3618019
1,Sector 14,29.5852766,-94.7047493,409,434,517,470,508,492,395,354,419,450,356,366,305,320,322,309,17,Sector 17,29.8502378,-95.2479191
1,Sector 14,29.5852766,-94.7047493,698,795,720,742,678,641,587,597,574,508,567,483,447,396,429,373,18,Sector 18,29.8675793,-95.6774241
1,Sector 14,29.5852766,-94.7047493,1212,1151,1102,1107,1147,1035,1071,1022,974,938,1004,908,899,846,829,780,19,Sector 19,29.9992377,-95.5717887
1,Sector 14,29.5852766,-94.7047493,80,94,81,70,68,62,63,56,64,78,72,69,68,68,37,62,20,Sector 20,29.9302685,-95.9538541
1,Sector 14,29.5852766,-94.7047493,606,638,577,661,633,653,667,592,643,612,634,635,637,614,527,549,21,Sector 21,30.0391699,-95.3377273
1,Sector 14,29.5852766,-94.7047493,1175,1117,1111,1106,1160,1122,951,759,682,701,674,569,592,566,508,546,22,Sector 22,29.9578635,-95.085083
1,Sector 14,29.5852766,-94.7047493,720,636,408,470,470,518,400,218,365,254,261,224,235,296,224,282,23,Sector 23,30.1293246,-94.7878595
1,Sector 14,29.5852766,-94.7047493,339,341,360,357,344,313,276,284,312,284,287,236,199,223,216,185,24,Sector 24,30.3016492,-95.3328725
1,Sector 14,29.5852766,-94.7047493,894,820,626,706,569,593,544,493,499,486,420,389,320,316,318,235,25,Sector 25,30.2596836,-95.7269317
