d_id,d_sector,d_lat,d_lon,h_Workers,Workers2016,Workers2015,Workers2014,Workers2013,Workers2012,Workers2011,Workers2010,Workers2009,Workers2008,Workers2007,Workers2006,Workers2005,Workers2004,Workers2003,Workers2002,h_id,h_sector,h_lat,h_lon
1,Sector 20,29.9302685,-95.9538541,106,68,77,96,119,111,143,65,71,58,81,43,95,65,54,71,1,Sector 1,29.1942643,-95.1667898
1,Sector 20,29.9302685,-95.9538541,221,185,193,225,176,180,186,120,157,123,139,78,88,96,119,95,2,Sector 2,29.1829815,-95.6401906
1,Sector 20,29.9302685,-95.9538541,188,162,129,136,127,152,148,156,135,151,188,137,127,128,122,96,3,Sector 3,29.4803873,-95.2866936
1,Sector 20,29.9302685,-95.9538541,468,372,411,431,290,266,349,305,338,266,395,272,269,283,222,230,4,Sector 4,29.5132495,-95.539945
1,Sector 20,29.9302685,-95.9538541,105,89,84,90,63,71,98,116,121,99,128,106,139,140,153,100,5,Sector 5,29.6374507,-95.3108203
1,Sector 20,29.9302685,-95.9538541,258,223,198,176,144,145,223,195,217,218,249,255,280,271,239,211,6,Sector 6,29.6516129,-95.4641014
1,Sector 20,29.9302685,-95.9538541,4608,4376,4269,3936,1144,1121,1088,948,650,875,857,568,620,637,563,574,7,Sector 7,29.6242447,-95.8964391
1,Sector 20,29.9302685,-95.9538541,146,103,118,115,94,106,69,90,119,94,137,95,143,131,133,102,8,Sector 8,29.6987915,-95.2098515
1,Sector 20,29.9302685,-95.9538541,4940,4721,4713,4482,1463,1410,1369,1293,1376,1453,1546,1485,1449,1298,1193,1159,9,Sector 9,29.6987447,-95.6599566
1,Sector 20,29.9302685,-95.9538541,331,291,295,210,175,144,184,154,156,140,181,201,204,184,178,208,10,Sector 10,29.7392491,-95.5184975
1,Sector 20,29.9302685,-95.9538541,481,414,376,323,231,213,306,267,346,351,434,391,389,340,322,341,11,Sector 11,29.7452418,-95.3666589
1,Sector 20,29.9302685,-95.9538541,190,168,157,165,156,143,127,137,131,131,148,150,159,144,145,111,12,Sector 12,29.6681125,-95.0502741
1,Sector 20,29.9302685,-95.9538541,287,270,258,227,143,135,134,132,167,157,187,197,221,189,204,219,13,Sector 13,29.8194315,-95.5180585
1,Sector 20,29.9302685,-95.9538541,80,94,81,70,68,62,63,56,64,78,72,69,68,68,37,62,14,Sector 14,29.5852766,-94.7047493
1,Sector 20,29.9302685,-95.9538541,366,328,329,317,178,170,293,283,286,246,286,333,329,252,309,270,15,Sector 15,29.8781997,-95.4654402
1,Sector 20,29.9302685,-95.9538541,139,129,115,122,83,83,96,135,145,147,170,182,155,159,154,152,16,Sector 16,29.8814437,-95.3618019
1,Sector 20,29.9302685,-95.9538541,124,99,139,103,81,70,110,122,149,139,159,136,149,154,134,147,17,Sector 17,29.8502378,-95.2479191
1,Sector 20,29.9302685,-95.9538541,5141,4958,4924,4491,1682,1689,1837,1684,1318,1664,1763,1678,1496,1447,1208,1134,18,Sector 18,29.8675793,-95.6774241
1,Sector 20,29.9302685,-95.9538541,1183,1074,981,1007,692,702,1062,921,847,877,1087,982,903,901,833,642,19,Sector 19,29.9992377,-95.5717887
1,Sector 20,29.9302685,-95.9538541,165,135,145,141,133,127,159,106,88,102,139,93,75,71,65,52,21,Sector 21,30.0391699,-95.3377273
1,Sector 20,29.9302685,-95.9538541,269,236,226,206,173,165,189,140,105,147,180,175,168,153,127,134,22,Sector 22,29.9578635,-95.085083
1,Sector 20,29.9302685,-95.9538541,86,91,79,94,71,83,95,66,62,70,74,69,43,40,55,51,23,Sector 23,30.1293246,-94.7878595
1,Sector 20,29.9302685,-95.9538541,171,134,157,149,114,134,109,95,99,96,98,93,72,93,86,70,24,Sector 24,30.3016492,-95.3328725
1,Sector 20,29.9302685,-95.9538541,1236,1098,1124,1146,896,942,996,1142,1036,883,1017,875,890,891,824,922,25,Sector 25,30.2596836,-95.7269317
