h_id,h_sector,h_lat,h_lon,h_Workers,Workers2016,Workers2015,Workers2014,Workers2013,Workers2012,Workers2011,Workers2010,Workers2009,Workers2008,Workers2007,Workers2006,Workers2005,Workers2004,Workers2003,Workers2002,d_id,d_sector,d_lat,d_lon
1,Sector 12,29.6681125,-95.0502741,2504,2311,2264,2273,2246,2141,2198,1799,1757,2085,2373,2181,1889,1960,1639,1852,1,Sector 1,29.1942643,-95.1667898
1,Sector 12,29.6681125,-95.0502741,509,508,560,527,454,495,393,447,480,716,762,434,625,600,583,439,2,Sector 2,29.1829815,-95.6401906
1,Sector 12,29.6681125,-95.0502741,5943,5672,5624,5415,5253,5133,4809,4390,4430,4507,4359,4250,3901,3873,3899,3748,3,Sector 3,29.4803873,-95.2866936
1,Sector 12,29.6681125,-95.0502741,1829,1883,1827,1561,1533,1461,1441,1312,1616,1658,1540,1243,1154,1185,1061,1025,4,Sector 4,29.5132495,-95.539945
1,Sector 12,29.6681125,-95.0502741,3819,4190,4026,4143,4256,4305,4145,4084,4032,4462,4501,4763,4363,4462,4357,4374,5,Sector 5,29.6374507,-95.3108203
1,Sector 12,29.6681125,-95.0502741,1670,1615,1819,1742,1646,1626,1506,1581,1654,1905,1864,2231,2118,2084,2012,2070,6,Sector 6,29.6516129,-95.4641014
1,Sector 12,29.6681125,-95.0502741,645,555,522,473,504,451,390,323,345,322,302,307,234,269,229,200,7,Sector 7,29.6242447,-95.8964391
1,Sector 12,29.6681125,-95.0502741,12063,12353,12963,12073,11857,11429,11559,11340,11664,11716,11345,10830,10234,10828,10508,10924,8,Sector 8,29.6987915,-95.2098515
1,Sector 12,29.6681125,-95.0502741,3373,3476,3652,3604,3668,3509,3607,3250,3280,3166,3103,3433,3245,3095,2907,3087,9,Sector 9,29.6987447,-95.6599566
1,Sector 12,29.6681125,-95.0502741,4808,4758,4771,4747,4465,4549,4446,4475,4440,5062,5226,5823,5931,5828,5727,6224,10,Sector 10,29.7392491,-95.5184975
1,Sector 12,29.6681125,-95.0502741,21055,21475,22106,21451,20535,20070,21428,22602,22903,21888,21547,21966,21512,22124,22138,23758,11,Sector 11,29.7452418,-95.3666589
1,Sector 12,29.6681125,-95.0502741,1799,1765,1752,1719,1602,1659,1680,1735,1927,1890,1956,2116,2151,1997,2026,2068,13,Sector 13,29.8194315,-95.5180585
1,Sector 12,29.6681125,-95.0502741,9292,9073,9547,9279,9181,8843,8145,8234,7624,7931,8098,8474,8010,7664,7117,7110,14,Sector 14,29.5852766,-94.7047493
1,Sector 12,29.6681125,-95.0502741,1575,1588,1685,1706,1760,1716,1683,1725,1933,1962,1774,1980,1871,1865,1918,2112,15,Sector 15,29.8781997,-95.4654402
1,Sector 12,29.6681125,-95.0502741,1307,1572,1387,1372,1425,1363,1327,1353,1357,1418,1401,1231,1173,1214,1309,1308,16,Sector 16,29.8814437,-95.3618019
1,Sector 12,29.6681125,-95.0502741,1775,1715,1945,1904,1846,1787,1557,1334,1577,1649,1779,1819,1655,1573,1514,1520,17,Sector 17,29.8502378,-95.2479191
1,Sector 12,29.6681125,-95.0502741,1791,1911,1958,1891,1691,1610,1595,1658,1519,1368,1331,1459,1297,1263,1094,1182,18,Sector 18,29.8675793,-95.6774241
1,Sector 12,29.6681125,-95.0502741,2865,2801,2770,2724,2669,2461,2583,2546,2568,2603,2530,2656,2571,2276,2134,2418,19,Sector 19,29.9992377,-95.5717887
1,Sector 12,29.6681125,-95.0502741,190,168,157,165,156,143,127,137,131,131,148,150,159,144,145,111,20,Sector 20,29.9302685,-95.9538541
1,Sector 12,29.6681125,-95.0502741,1705,1866,1815,1933,1878,1767,1925,1957,2069,2006,2064,2024,2042,2018,2078,2139,21,Sector 21,30.0391699,-95.3377273
1,Sector 12,29.6681125,-95.0502741,4189,4113,4103,3947,4137,3898,3323,3048,2917,3026,2909,3015,2653,2482,2502,2761,22,Sector 22,29.9578635,-95.085083
1,Sector 12,29.6681125,-95.0502741,998,958,572,605,589,591,490,432,548,552,568,524,457,414,467,414,23,Sector 23,30.1293246,-94.7878595
1,Sector 12,29.6681125,-95.0502741,660,673,667,603,670,548,555,530,505,493,490,460,466,423,388,397,24,Sector 24,30.3016492,-95.3328725
1,Sector 12,29.6681125,-95.0502741,1800,1805,1479,1437,1346,1204,1156,1084,1132,1110,865,830,880,777,756,694,25,Sector 25,30.2596836,-95.7269317
