d_id,d_sector,d_lat,d_lon,h_Workers,Workers2016,Workers2015,Workers2014,Workers2013,Workers2012,Workers2011,Workers2010,Workers2009,Workers2008,Workers2007,Workers2006,Workers2005,Workers2004,Workers2003,Workers2002,h_id,h_sector,h_lat,h_lon
1,Sector 21,30.0391699,-95.3377273,590,629,587,587,581,561,607,623,789,771,745,738,709,663,631,557,1,Sector 1,29.1942643,-95.1667898
1,Sector 21,30.0391699,-95.3377273,404,398,347,390,396,327,389,340,375,347,293,270,222,232,260,261,2,Sector 2,29.1829815,-95.6401906
1,Sector 21,30.0391699,-95.3377273,1529,1712,1552,1607,1588,1627,1727,1853,1913,1984,1908,1745,1854,1629,1538,1518,3,Sector 3,29.4803873,-95.2866936
1,Sector 21,30.0391699,-95.3377273,1655,1696,1740,1652,1615,1528,1701,1586,1904,1712,1673,1300,1454,1427,1338,1389,4,Sector 4,29.5132495,-95.539945
1,Sector 21,30.0391699,-95.3377273,1261,1299,1235,1116,1114,1041,1140,1101,1309,1400,1364,1163,1275,1234,1209,1278,5,Sector 5,29.6374507,-95.3108203
1,Sector 21,30.0391699,-95.3377273,1468,1526,1583,1603,1390,1381,1582,1563,1823,1818,1711,1591,1668,1618,1863,1884,6,Sector 6,29.6516129,-95.4641014
1,Sector 21,30.0391699,-95.3377273,1381,1328,1255,1193,1213,1192,1149,1029,552,975,854,416,484,440,470,536,7,Sector 7,29.6242447,-95.8964391
1,Sector 21,30.0391699,-95.3377273,1489,1583,1454,1434,1470,1385,1550,1539,1911,1878,1859,1488,1529,1455,1544,1648,8,Sector 8,29.6987915,-95.2098515
1,Sector 21,30.0391699,-95.3377273,3710,3740,3803,3837,3691,3768,3998,3897,4088,4285,4285,3784,3917,3727,3613,3804,9,Sector 9,29.6987447,-95.6599566
1,Sector 21,30.0391699,-95.3377273,1279,1393,1479,1512,1409,1383,1470,1442,1671,1677,1732,1558,1612,1577,1620,1774,10,Sector 10,29.7392491,-95.5184975
1,Sector 21,30.0391699,-95.3377273,5322,5387,5631,5429,5344,5333,5585,5334,6238,5851,5527,4823,4872,4631,4332,4575,11,Sector 11,29.7452418,-95.3666589
1,Sector 21,30.0391699,-95.3377273,1705,1866,1815,1933,1878,1767,1925,1957,2069,2006,2064,2024,2042,2018,2078,2139,12,Sector 12,29.6681125,-95.0502741
1,Sector 21,30.0391699,-95.3377273,946,1021,982,1068,982,851,1000,985,1173,1131,1149,925,925,941,941,967,13,Sector 13,29.8194315,-95.5180585
1,Sector 21,30.0391699,-95.3377273,606,638,577,661,633,653,667,592,643,612,634,635,637,614,527,549,14,Sector 14,29.5852766,-94.7047493
1,Sector 21,30.0391699,-95.3377273,4097,4302,4357,4074,3908,3866,3896,3644,4647,4747,4785,4416,4197,4035,3874,4257,15,Sector 15,29.8781997,-95.4654402
1,Sector 21,30.0391699,-95.3377273,3630,3667,3845,3943,3581,3517,3369,3325,4238,4409,4119,4036,4149,4018,4133,4225,16,Sector 16,29.8814437,-95.3618019
1,Sector 21,30.0391699,-95.3377273,3499,3557,3490,3250,3231,3047,2937,2916,3269,3640,3590,3104,3017,2839,2649,2957,17,Sector 17,29.8502378,-95.2479191
1,Sector 21,30.0391699,-95.3377273,3517,3618,3799,3669,3690,3559,3667,3274,3012,3469,3396,2682,2592,2559,2320,2265,18,Sector 18,29.8675793,-95.6774241
1,Sector 21,30.0391699,-95.3377273,13440,13742,14828,14046,14181,13893,13886,12610,13061,14300,13916,12547,11760,11469,11439,12199,19,Sector 19,29.9992377,-95.5717887
1,Sector 21,30.0391699,-95.3377273,411,415,340,388,349,348,362,374,362,288,316,243,221,199,241,211,20,Sector 20,29.9302685,-95.9538541
1,Sector 21,30.0391699,-95.3377273,10344,11067,10947,10406,10210,10204,10314,9481,9623,10382,10175,9957,10077,9911,9433,10094,22,Sector 22,29.9578635,-95.085083
1,Sector 21,30.0391699,-95.3377273,1591,1489,1442,1629,1694,1632,1642,1433,1550,1414,1472,1302,1351,1209,1333,1339,23,Sector 23,30.1293246,-94.7878595
1,Sector 21,30.0391699,-95.3377273,4780,4782,4792,4812,4735,4607,4837,4846,4629,4097,3996,3822,3799,3674,3463,3107,24,Sector 24,30.3016492,-95.3328725
1,Sector 21,30.0391699,-95.3377273,7937,8500,9118,8911,8779,8680,9038,8710,8658,8501,8402,7857,7748,7028,6621,6846,25,Sector 25,30.2596836,-95.7269317
