h_id,h_sector,h_lat,h_lon,h_Workers,h_Workers2015,h_Workers2014,Workers2013,Workers2011,Workers2009,d_id,d_sector,d_lat,d_lon
48039661700,48039661700,29.2267496,-95.20838522,28,,,,,,275,48039662400,29.19797998,-95.34683347
48039661700,48039661700,29.2267496,-95.20838522,25,,,,,,276,48039661100,29.44099022,-95.22842556
48039661700,48039661700,29.2267496,-95.20838522,23,,,,,,277,48039661602,29.35186939,-95.25161676
48039661700,48039661700,29.2267496,-95.20838522,21,,,,,,278,48039661000,29.46626722,-95.29753616
48039661700,48039661700,29.2267496,-95.20838522,21,,,,,,279,48039664200,29.0496368,-95.23572448
48039661700,48039661700,29.2267496,-95.20838522,19,,,,,,280,48167726200,29.35881487,-94.9142023
48039661800,48039661800,29.36735064,-95.37414358,174,,,,,,281,48039661200,29.41540313,-95.23766896
48039661800,48039661800,29.36735064,-95.37414358,128,,,,,,282,48201100000,29.75738955,-95.36317172
48039661800,48039661800,29.36735064,-95.37414358,86,,,,,,283,48201313100,29.71082216,-95.38986395
48039661800,48039661800,29.36735064,-95.37414358,38,,,,,,285,48039661100,29.44099022,-95.22842556
48039661800,48039661800,29.36735064,-95.37414358,36,,,,,,286,48039660602,29.53281004,-95.41160511
48039661800,48039661800,29.36735064,-95.37414358,36,,,,,,287,48201411502,29.73498189,-95.42862494
48039661800,48039661800,29.36735064,-95.37414358,34,,,,,,288,48039660500,29.5778347,-95.3180474
48039661800,48039661800,29.36735064,-95.37414358,32,,,,,,289,48201343700,29.63781911,-95.06066298
48039661800,48039661800,29.36735064,-95.37414358,30,,,,,,290,48201430800,29.77588625,-95.55292979
48039661900,48039661900,29.35259388,-95.49676933,168,,,,,,291,48201100000,29.75738955,-95.36317172
48039661900,48039661900,29.35259388,-95.49676933,125,,,,,,292,48201313100,29.71082216,-95.38986395
48039661900,48039661900,29.35259388,-95.49676933,120,,,,,,293,48039661200,29.41540313,-95.23766896
48039661900,48039661900,29.35259388,-95.49676933,72,,,,,,295,48039664300,28.96811637,-95.36375648
48039661900,48039661900,29.35259388,-95.49676933,57,,,,,,296,48201342200,29.6719073,-95.14639926
48039661900,48039661900,29.35259388,-95.49676933,56,,,,,,297,48039660602,29.53281004,-95.41160511
48039661900,48039661900,29.35259388,-95.49676933,45,,,,,,298,48167724300,29.30771212,-94.78036204
48039661900,48039661900,29.35259388,-95.49676933,41,,,,,,299,48039663800,29.02957691,-95.41058212
48039661900,48039661900,29.35259388,-95.49676933,41,,,,,,300,48157671800,29.62984239,-95.55835848
48039662000,48039662000,29.2295172,-95.6851081,211,,,,,,302,48039662600,29.1101486,-95.64410668
48039662000,48039662000,29.2295172,-95.6851081,99,,,,,,303,48039664300,28.96811637,-95.36375648
