d_id,d_sector,d_lat,d_lon,h_Workers,Workers2016,Workers2015,Workers2014,Workers2013,Workers2012,Workers2011,Workers2010,Workers2009,Workers2008,Workers2007,Workers2006,Workers2005,Workers2004,Workers2003,Workers2002,h_id,h_sector,h_lat,h_lon
1,Sector 2,29.1829815,-95.6401906,5548,5664,5826,5263,5307,5185,5111,5214,5580,5889,5909,5882,5825,6073,5657,5892,1,Sector 1,29.1942643,-95.1667898
1,Sector 2,29.1829815,-95.6401906,1009,988,1095,982,900,848,859,922,760,901,791,638,684,632,569,494,3,Sector 3,29.4803873,-95.2866936
1,Sector 2,29.1829815,-95.6401906,991,967,992,947,852,801,727,554,614,551,540,399,451,493,468,464,4,Sector 4,29.5132495,-95.539945
1,Sector 2,29.1829815,-95.6401906,218,179,188,181,164,141,120,126,122,185,166,115,130,161,138,102,5,Sector 5,29.6374507,-95.3108203
1,Sector 2,29.1829815,-95.6401906,316,313,322,322,300,239,207,200,209,267,218,181,176,184,159,199,6,Sector 6,29.6516129,-95.4641014
1,Sector 2,29.1829815,-95.6401906,1261,1298,1421,1263,1220,1129,931,905,907,1084,1015,715,787,834,746,740,7,Sector 7,29.6242447,-95.8964391
1,Sector 2,29.1829815,-95.6401906,223,230,296,258,185,179,164,204,264,359,357,193,324,300,332,206,8,Sector 8,29.6987915,-95.2098515
1,Sector 2,29.1829815,-95.6401906,1111,1134,1162,1043,891,889,777,693,613,690,656,575,547,582,598,580,9,Sector 9,29.6987447,-95.6599566
1,Sector 2,29.1829815,-95.6401906,173,216,236,208,180,193,132,136,166,145,135,133,139,115,132,121,10,Sector 10,29.7392491,-95.5184975
1,Sector 2,29.1829815,-95.6401906,457,432,431,532,453,484,322,283,298,347,355,258,259,271,247,275,11,Sector 11,29.7452418,-95.3666589
1,Sector 2,29.1829815,-95.6401906,509,508,560,527,454,495,393,447,480,716,762,434,625,600,583,439,12,Sector 12,29.6681125,-95.0502741
1,Sector 2,29.1829815,-95.6401906,92,79,87,91,75,92,61,66,84,75,85,80,71,78,72,63,13,Sector 13,29.8194315,-95.5180585
1,Sector 2,29.1829815,-95.6401906,307,268,330,260,284,274,250,237,241,324,359,230,242,224,258,202,14,Sector 14,29.5852766,-94.7047493
1,Sector 2,29.1829815,-95.6401906,183,170,175,144,150,146,98,118,129,129,136,113,114,114,119,110,15,Sector 15,29.8781997,-95.4654402
1,Sector 2,29.1829815,-95.6401906,100,102,114,80,84,55,62,85,93,110,97,78,83,93,83,70,16,Sector 16,29.8814437,-95.3618019
1,Sector 2,29.1829815,-95.6401906,169,150,191,131,126,129,113,125,131,213,194,122,154,135,126,93,17,Sector 17,29.8502378,-95.2479191
1,Sector 2,29.1829815,-95.6401906,330,343,371,318,336,348,286,209,187,220,196,174,169,166,149,147,18,Sector 18,29.8675793,-95.6774241
1,Sector 2,29.1829815,-95.6401906,392,379,418,377,412,402,346,343,266,297,294,272,210,248,241,241,19,Sector 19,29.9992377,-95.5717887
1,Sector 2,29.1829815,-95.6401906,72,70,76,65,71,81,64,52,51,47,65,36,38,32,25,21,20,Sector 20,29.9302685,-95.9538541
1,Sector 2,29.1829815,-95.6401906,122,121,138,148,163,141,125,89,63,96,103,66,67,86,56,65,21,Sector 21,30.0391699,-95.3377273
1,Sector 2,29.1829815,-95.6401906,252,292,282,275,250,221,190,181,193,217,248,176,210,205,205,156,22,Sector 22,29.9578635,-95.085083
1,Sector 2,29.1829815,-95.6401906,116,113,121,168,197,186,207,164,138,178,132,80,127,83,114,93,23,Sector 23,30.1293246,-94.7878595
1,Sector 2,29.1829815,-95.6401906,154,181,191,169,244,204,179,123,120,130,115,81,91,98,91,80,24,Sector 24,30.3016492,-95.3328725
1,Sector 2,29.1829815,-95.6401906,269,271,328,293,300,320,256,165,207,189,180,146,124,167,132,108,25,Sector 25,30.2596836,-95.7269317
