h_id,h_sector,h_lat,h_lon,h_Workers,Workers2016,Workers2015,Workers2014,Workers2013,Workers2012,Workers2011,Workers2010,Workers2009,Workers2008,Workers2007,Workers2006,Workers2005,Workers2004,Workers2003,Workers2002,d_id,d_sector,d_lat,d_lon
1,Sector 17,29.8502378,-95.2479191,430,350,411,376,351,322,371,333,311,385,440,358,313,265,260,343,1,Sector 1,29.1942643,-95.1667898
1,Sector 17,29.8502378,-95.2479191,169,150,191,131,126,129,113,125,131,213,194,122,154,135,126,93,2,Sector 2,29.1829815,-95.6401906
1,Sector 17,29.8502378,-95.2479191,889,928,890,856,782,752,668,640,646,673,708,572,530,578,616,538,3,Sector 3,29.4803873,-95.2866936
1,Sector 17,29.8502378,-95.2479191,983,924,899,864,786,753,678,717,710,705,698,703,585,614,547,553,4,Sector 4,29.5132495,-95.539945
1,Sector 17,29.8502378,-95.2479191,1454,1573,1583,1564,1518,1454,1411,1361,1362,1558,1528,1604,1463,1482,1637,1535,5,Sector 5,29.6374507,-95.3108203
1,Sector 17,29.8502378,-95.2479191,1771,1674,1752,1544,1545,1568,1490,1440,1615,1581,1699,1747,1631,1835,1710,1598,6,Sector 6,29.6516129,-95.4641014
1,Sector 17,29.8502378,-95.2479191,319,292,330,231,258,227,193,167,161,188,151,172,132,171,147,148,7,Sector 7,29.6242447,-95.8964391
1,Sector 17,29.8502378,-95.2479191,3549,3575,3796,3429,3353,3424,3273,3098,3490,3824,3604,3288,2810,2833,2765,2895,8,Sector 8,29.6987915,-95.2098515
1,Sector 17,29.8502378,-95.2479191,1965,1883,1940,1949,1820,1654,1688,1591,1579,1585,1534,1660,1622,1479,1460,1478,9,Sector 9,29.6987447,-95.6599566
1,Sector 17,29.8502378,-95.2479191,4107,4467,4294,4026,3858,3800,3953,3843,3907,4180,4352,4527,4086,4169,4231,4326,10,Sector 10,29.7392491,-95.5184975
1,Sector 17,29.8502378,-95.2479191,20416,20339,20768,19847,18998,18166,19485,20062,19913,21644,21410,22321,21702,21529,22113,23929,11,Sector 11,29.7452418,-95.3666589
1,Sector 17,29.8502378,-95.2479191,4883,4656,4531,3997,3668,3767,3491,3273,3313,3552,3564,3079,2650,2672,2498,2547,12,Sector 12,29.6681125,-95.0502741
1,Sector 17,29.8502378,-95.2479191,2232,2279,2220,2374,2090,2121,2066,1973,2386,2662,2614,2636,2240,2166,2298,2417,13,Sector 13,29.8194315,-95.5180585
1,Sector 17,29.8502378,-95.2479191,655,694,782,747,684,620,650,578,638,674,708,630,561,501,478,547,14,Sector 14,29.5852766,-94.7047493
1,Sector 17,29.8502378,-95.2479191,2781,2959,2920,2771,2723,2562,2611,2255,2667,2801,2726,2774,2594,2877,2924,3064,15,Sector 15,29.8781997,-95.4654402
1,Sector 17,29.8502378,-95.2479191,3461,3663,3690,3425,3201,3106,3231,3141,3250,3471,3396,3293,3179,3131,3332,3493,16,Sector 16,29.8814437,-95.3618019
1,Sector 17,29.8502378,-95.2479191,1353,1372,1422,1374,1245,1157,1073,1130,1185,1200,1161,1196,1067,1088,964,1079,18,Sector 18,29.8675793,-95.6774241
1,Sector 17,29.8502378,-95.2479191,2888,2892,2854,2746,2620,2478,2334,2204,2439,2714,2617,2672,2337,2158,2185,2151,19,Sector 19,29.9992377,-95.5717887
1,Sector 17,29.8502378,-95.2479191,124,99,139,103,81,70,110,122,149,139,159,136,149,154,134,147,20,Sector 20,29.9302685,-95.9538541
1,Sector 17,29.8502378,-95.2479191,3499,3557,3490,3250,3231,3047,2937,2916,3269,3640,3590,3104,3017,2839,2649,2957,21,Sector 21,30.0391699,-95.3377273
1,Sector 17,29.8502378,-95.2479191,5259,4961,5101,4888,4789,4487,3192,2684,2898,3088,3089,2818,2514,2429,2387,2525,22,Sector 22,29.9578635,-95.085083
1,Sector 17,29.8502378,-95.2479191,246,234,259,204,185,191,162,141,202,304,282,292,208,224,215,192,23,Sector 23,30.1293246,-94.7878595
1,Sector 17,29.8502378,-95.2479191,532,517,544,485,440,447,404,354,349,415,423,420,401,417,414,415,24,Sector 24,30.3016492,-95.3328725
1,Sector 17,29.8502378,-95.2479191,1414,1365,1090,1051,923,901,781,701,780,833,804,734,638,556,521,542,25,Sector 25,30.2596836,-95.7269317
